ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
router, send_bit_count, port0, Accumulator, 3840088, 0, 219584, 126414848, 383, 64, 576
router, send_packet_count, port0, Accumulator, 3840088, 0, 383, 383, 383, 1, 1
router, output_port_stalls, port0, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port0, Accumulator, 3840088, 0, 3555315, 88436447893, 383, 498, 118783
router, width_adj_count, port0, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port1, Accumulator, 3840088, 0, 220416, 126763008, 388, 64, 576
router, send_packet_count, port1, Accumulator, 3840088, 0, 388, 388, 388, 1, 1
router, output_port_stalls, port1, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port1, Accumulator, 3840088, 0, 3554236, 97192154330, 388, 342, 53037
router, width_adj_count, port1, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port2, Accumulator, 3840088, 0, 220416, 126763008, 388, 64, 576
router, send_packet_count, port2, Accumulator, 3840088, 0, 388, 388, 388, 1, 1
router, output_port_stalls, port2, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port2, Accumulator, 3840088, 0, 3554236, 84226300864, 386, 498, 56689
router, width_adj_count, port2, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port3, Accumulator, 3840088, 0, 220416, 126763008, 388, 64, 576
router, send_packet_count, port3, Accumulator, 3840088, 0, 388, 388, 388, 1, 1
router, output_port_stalls, port3, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port3, Accumulator, 3840088, 0, 3554236, 105342516486, 386, 498, 68060
router, width_adj_count, port3, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port4, Accumulator, 3840088, 0, 219840, 126431232, 387, 64, 576
router, send_packet_count, port4, Accumulator, 3840088, 0, 387, 387, 387, 1, 1
router, output_port_stalls, port4, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port4, Accumulator, 3840088, 0, 3554983, 97244502015, 386, 498, 53037
router, width_adj_count, port4, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port5, Accumulator, 3840088, 0, 219840, 126431232, 387, 64, 576
router, send_packet_count, port5, Accumulator, 3840088, 0, 387, 387, 387, 1, 1
router, output_port_stalls, port5, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port5, Accumulator, 3840088, 0, 3554983, 112511465907, 384, 249, 54282
router, width_adj_count, port5, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port6, Accumulator, 3840088, 0, 219840, 126431232, 387, 64, 576
router, send_packet_count, port6, Accumulator, 3840088, 0, 387, 387, 387, 1, 1
router, output_port_stalls, port6, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port6, Accumulator, 3840088, 0, 3554983, 113476629117, 385, 498, 53037
router, width_adj_count, port6, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port7, Accumulator, 3840088, 0, 218112, 125435904, 384, 64, 576
router, send_packet_count, port7, Accumulator, 3840088, 0, 384, 384, 384, 1, 1
router, output_port_stalls, port7, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port7, Accumulator, 3840088, 0, 3557224, 111835178206, 381, 166, 55527
router, width_adj_count, port7, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, send_bit_count, port8, Accumulator, 3840088, 0, 220672, 27099136, 3096, 64, 576
router, send_packet_count, port8, Accumulator, 3840088, 0, 3096, 3096, 3096, 1, 1
router, output_port_stalls, port8, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, idle_time, port8, Accumulator, 3840088, 0, 3554060, 9327710540, 2843, 126, 51460
router, width_adj_count, port8, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port0, Accumulator, 3840088, 0, 50, 50, 50, 1, 1
router, xbar_stalls, port1, Accumulator, 3840088, 0, 58, 58, 58, 1, 1
router, xbar_stalls, port2, Accumulator, 3840088, 0, 67, 67, 67, 1, 1
router, xbar_stalls, port3, Accumulator, 3840088, 0, 61, 61, 61, 1, 1
router, xbar_stalls, port4, Accumulator, 3840088, 0, 105, 105, 105, 1, 1
router, xbar_stalls, port5, Accumulator, 3840088, 0, 72, 72, 72, 1, 1
router, xbar_stalls, port6, Accumulator, 3840088, 0, 62, 62, 62, 1, 1
router, xbar_stalls, port7, Accumulator, 3840088, 0, 68, 68, 68, 1, 1
router, xbar_stalls, port8, Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, read_reqs, , Accumulator, 3840088, 0, 4000, 4000, 4000, 1, 1
cpu0, write_reqs, , Accumulator, 3840088, 0, 2000, 2000, 2000, 1, 1
cpu0, custom_reqs, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, split_read_reqs, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, split_write_reqs, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, split_custom_reqs, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, cycles_with_issue, , Accumulator, 3840088, 0, 3346, 3346, 3346, 1, 1
cpu0, cycles_no_issue, , Accumulator, 3840088, 0, 6541, 6541, 6541, 1, 1
cpu0, total_bytes_read, , Accumulator, 3840088, 0, 16000, 64000, 4000, 4, 4
cpu0, total_bytes_write, , Accumulator, 3840088, 0, 8000, 32000, 2000, 4, 4
cpu0, total_bytes_custom, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, req_latency, , Accumulator, 3840088, 0, 66481, 1512627, 6000, 1, 61
cpu0, time, , Accumulator, 3840088, 0, 3717, 13816089, 1, 3717, 3717
cpu0, cycles_hit_fence, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
cpu0, cycles_max_issue, , Accumulator, 3840088, 0, 701, 701, 701, 1, 1
cpu0, cycles_max_reorder, , Accumulator, 3840088, 0, 140, 140, 140, 1, 1
cpu0, cycles, , Accumulator, 3840088, 0, 9888, 9888, 9888, 1, 1
l1cache_0, prefetch_opportunities, , Accumulator, 3840088, 0, 6000, 6000, 6000, 1, 1
l1cache_0, prefetches_issued, , Accumulator, 3840088, 0, 369, 369, 369, 1, 1
l1cache_0, prefetches_canceled_by_page_boundary, , Accumulator, 3840088, 0, 162, 162, 162, 1, 1
l1cache_0, prefetches_canceled_by_history, , Accumulator, 3840088, 0, 5631, 5631, 5631, 1, 1
l1cache_0, Prefetch_requests, , Accumulator, 3840088, 0, 369, 369, 369, 1, 1
l1cache_0, Prefetch_drops, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, default_stat, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetS_I, , Accumulator, 3840088, 0, 377, 377, 377, 1, 1
l1cache_0, stateEvent_GetS_S, , Accumulator, 3840088, 0, 32, 32, 32, 1, 1
l1cache_0, stateEvent_GetS_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetX_I, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l1cache_0, stateEvent_GetX_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetX_M, , Accumulator, 3840088, 0, 1875, 1875, 1875, 1, 1
l1cache_0, stateEvent_GetSX_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSX_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSX_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSResp_IS, , Accumulator, 3840088, 0, 7, 7, 7, 1, 1
l1cache_0, stateEvent_GetXResp_IS, , Accumulator, 3840088, 0, 370, 370, 370, 1, 1
l1cache_0, stateEvent_GetXResp_IM, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l1cache_0, stateEvent_GetXResp_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_GetS, , Accumulator, 3840088, 0, 377, 377, 377, 1, 1
l1cache_0, eventSent_GetX, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l1cache_0, eventSent_GetSX, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Write, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_PutM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_NACK, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FlushLine, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FlushLineInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FetchResp, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FetchXResp, , Accumulator, 3840088, 0, 1, 1, 1, 1, 1
l1cache_0, eventSent_AckInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_GetSResp, , Accumulator, 3840088, 0, 4000, 4000, 4000, 1, 1
l1cache_0, eventSent_GetXResp, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_WriteResp, , Accumulator, 3840088, 0, 2000, 2000, 2000, 1, 1
l1cache_0, eventSent_FlushLineResp, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Put, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Get, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_AckMove, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomReq, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomResp, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomAck, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, EventStalledForLockedCacheline, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_I, , Accumulator, 3840088, 0, 380, 380, 380, 1, 1
l1cache_0, evict_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, evict_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetS_hit, , Accumulator, 3840088, 0, 148792, 9098346, 3992, 5, 162
l1cache_0, latency_GetS_miss, , Accumulator, 3840088, 0, 55594, 8359988, 377, 13, 192
l1cache_0, latency_GetX_hit, , Accumulator, 3840088, 0, 21571, 1070419, 1996, 4, 152
l1cache_0, latency_GetX_miss, , Accumulator, 3840088, 0, 571, 82351, 4, 118, 155
l1cache_0, latency_GetX_upgrade, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetSX_hit, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetSX_miss, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetSX_upgrade, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLine, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLine_fail, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLineInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLineInv_fail, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSHit_Arrival, , Accumulator, 3840088, 0, 2215, 2215, 2215, 1, 1
l1cache_0, GetXHit_Arrival, , Accumulator, 3840088, 0, 1662, 1662, 1662, 1, 1
l1cache_0, GetSXHit_Arrival, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSHit_Blocked, , Accumulator, 3840088, 0, 1777, 1777, 1777, 1, 1
l1cache_0, GetXHit_Blocked, , Accumulator, 3840088, 0, 334, 334, 334, 1, 1
l1cache_0, GetSXHit_Blocked, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSMiss_Arrival, , Accumulator, 3840088, 0, 377, 377, 377, 1, 1
l1cache_0, GetXMiss_Arrival, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l1cache_0, GetSXMiss_Arrival, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSMiss_Blocked, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetXMiss_Blocked, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSXMiss_Blocked, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, CacheHits, , Accumulator, 3840088, 0, 5988, 5988, 5988, 1, 1
l1cache_0, CacheMisses, , Accumulator, 3840088, 0, 381, 381, 381, 1, 1
l1cache_0, stateEvent_AckPut_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_PutS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_PutE, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_evict, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_inv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_useful, , Accumulator, 3840088, 0, 363, 363, 363, 1, 1
l1cache_0, prefetch_coherence_miss, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_redundant, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetS_E, , Accumulator, 3840088, 0, 3960, 3960, 3960, 1, 1
l1cache_0, stateEvent_GetX_E, , Accumulator, 3840088, 0, 121, 121, 121, 1, 1
l1cache_0, stateEvent_GetSX_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_E, , Accumulator, 3840088, 0, 1, 1, 1, 1, 1
l1cache_0, evict_E, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, TotalEventsReceived, , Accumulator, 3840088, 0, 6382, 6382, 6382, 1, 1
l1cache_0, TotalEventsReplayed, , Accumulator, 3840088, 0, 2111, 2111, 2111, 1, 1
l1cache_0, Put_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, Get_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, AckMove_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetS_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, Write_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSX_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSResp_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, WriteResp_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, CustomReq_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, CustomResp_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, CustomAck_uncache_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, NULLCMD_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetS_recv, , Accumulator, 3840088, 0, 4369, 4369, 4369, 1, 1
l1cache_0, GetX_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSX_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, Write_recv, , Accumulator, 3840088, 0, 2000, 2000, 2000, 1, 1
l1cache_0, FlushLine_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, FlushLineInv_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, GetSResp_recv, , Accumulator, 3840088, 0, 7, 7, 7, 1, 1
l1cache_0, GetXResp_recv, , Accumulator, 3840088, 0, 374, 374, 374, 1, 1
l1cache_0, FlushLineResp_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, Inv_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, ForceInv_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, Fetch_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, FetchInv_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, FetchInvX_recv, , Accumulator, 3840088, 0, 1, 1, 1, 1, 1
l1cache_0, NACK_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, AckPut_recv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l1cache_0, MSHR_occupancy, , Accumulator, 3840088, 0, 149228, 2655580, 10213, 0, 35
l1cache_0, Bank_conflicts, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, packet_latency, , Accumulator, 3840088, 0, 310, 310, 383, 0, 1
l2cache_0, send_bit_count, , Accumulator, 3840088, 0, 25536, 2224128, 383, 64, 576
l2cache_0, output_port_stalls, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, idle_time, , Accumulator, 3840088, 0, 2322293, 40955283135, 396, 239, 46035
l2cache_0, prefetch_opportunities, , Accumulator, 3840088, 0, 12, 12, 12, 1, 1
l2cache_0, prefetches_issued, , Accumulator, 3840088, 0, 12, 12, 12, 1, 1
l2cache_0, prefetches_canceled_by_page_boundary, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, prefetches_canceled_by_history, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, Prefetch_requests, , Accumulator, 3840088, 0, 12, 12, 12, 1, 1
l2cache_0, Prefetch_drops, , Accumulator, 3840088, 0, 8, 8, 8, 1, 1
l2cache_0, default_stat, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_I, , Accumulator, 3840088, 0, 380, 380, 380, 1, 1
l2cache_0, evict_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_IM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_MInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SMInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_MInvX, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_IB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SBInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetS_I, , Accumulator, 3840088, 0, 377, 377, 377, 1, 1
l2cache_0, stateEvent_GetS_S, , Accumulator, 3840088, 0, 1, 1, 1, 1, 1
l2cache_0, stateEvent_GetS_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetX_I, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l2cache_0, stateEvent_GetX_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetX_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSResp_IS, , Accumulator, 3840088, 0, 6, 6, 6, 1, 1
l2cache_0, stateEvent_GetXResp_IS, , Accumulator, 3840088, 0, 371, 371, 371, 1, 1
l2cache_0, stateEvent_GetXResp_IM, , Accumulator, 3840088, 0, 4, 4, 4, 1, 1
l2cache_0, stateEvent_GetXResp_SM, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetXResp_SMInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_MInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SMInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SB, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SBInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_MInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_MInvX, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutX_M, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutX_MInv, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutX_MInvX, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_Inv_I, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_Inv_S, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_Inv_IS, , Accumulator, 3840088, 0, 0, 0, 0, 0, 0
